,rindex,nif,produtos_all,produtos,grupos,total
8539,8539,10531034,"[147, 80, 53, 35, 34, 163, 161, 159, 156, 154, 153, 152, 165, 94, 83, 9, 8, 15, 51, 44, 164, 14, 24, 131, 125, 40, 39, 38, 1, 150, 81, 109]","[147, 80, 53, 35, 34, 163, 161, 159, 156, 154, 153, 152, 165, 94, 83, 9, 8, 15, 51, 44, 164, 14, 24, 131, 125, 40, 39, 38, 1, 150, 81, 109]","[18, 9, 5, 4, 23, 22, 21, 24, 11, 2, 3, 16, 1, 20, 15]",486.9
8540,8540,18921324,"[147, 134, 80, 73, 95, 94, 90, 136, 132, 127, 88, 81, 69, 42, 41, 38, 36, 21, 9, 4, 163, 17, 1, 157, 26, 147, 151]","[147, 134, 80, 73, 95, 94, 90, 136, 132, 127, 88, 81, 69, 42, 41, 38, 36, 21, 9, 4, 163, 17, 1, 157, 26, 151]","[18, 17, 9, 8, 11, 16, 10, 7, 5, 4, 3, 2, 1, 23, 20]",88.2
8541,8541,16572768,"[122, 95, 88, 80, 53, 37, 32, 19, 49, 48, 47, 40, 18, 4, 3, 131, 127, 149, 56, 114, 158, 39, 55]","[122, 95, 88, 80, 53, 37, 32, 19, 49, 48, 47, 40, 18, 4, 3, 131, 127, 149, 56, 114, 158, 39, 55]","[15, 11, 10, 9, 5, 4, 3, 1, 16, 19, 23]",38.8
8542,8542,15063673,"[147, 94, 93, 97, 80, 34, 28, 48, 47, 163, 155, 149, 46, 44, 154, 25, 86, 81, 74, 14]","[147, 94, 93, 97, 80, 34, 28, 48, 47, 163, 155, 149, 46, 44, 154, 25, 86, 81, 74, 14]","[18, 11, 9, 4, 3, 5, 23, 19, 10, 8, 2]",45.5
8543,8543,18540414,"[134, 122, 93, 92, 88, 84, 69, 101, 80, 148, 66, 19, 39, 38, 96, 8, 7, 18, 161, 158, 110, 57, 131, 156]","[134, 122, 93, 92, 88, 84, 69, 101, 80, 148, 66, 19, 39, 38, 96, 8, 7, 18, 161, 158, 110, 57, 131, 156]","[17, 15, 11, 10, 9, 7, 12, 19, 6, 3, 5, 2, 23, 16]",45.1
8544,8544,18900686,"[147, 105, 116, 161, 158, 156, 97, 37, 9, 8, 19, 18, 16, 40, 154, 150, 132, 130, 34, 92, 25, 83, 15]","[147, 105, 116, 161, 158, 156, 97, 37, 9, 8, 19, 18, 16, 40, 154, 150, 132, 130, 34, 92, 25, 83, 15]","[18, 13, 15, 23, 11, 5, 2, 3, 20, 16, 4, 9]",54.5
8545,8545,11858451,"[147, 147, 134, 95, 106, 64, 53, 34, 33, 32, 42, 39, 8, 19, 18, 4, 17, 1, 132, 135, 93, 85, 79, 83, 109, 61, 154, 149]","[147, 134, 95, 106, 64, 53, 34, 33, 32, 42, 39, 8, 19, 18, 4, 17, 1, 132, 135, 93, 85, 79, 83, 109, 61, 154, 149]","[18, 17, 11, 13, 6, 5, 4, 2, 3, 1, 16, 9, 15, 23, 19]",94.2
8546,8546,18232226,"[147, 136, 132, 102, 80, 67, 7, 19, 18, 16, 15, 73, 162, 149, 95, 87, 48, 42, 40, 38, 10, 33, 25, 148, 86, 85, 84, 129, 82, 156]","[147, 136, 132, 102, 80, 67, 7, 19, 18, 16, 15, 73, 162, 149, 95, 87, 48, 42, 40, 38, 10, 33, 25, 148, 86, 85, 84, 129, 82, 156]","[18, 17, 16, 12, 9, 6, 2, 3, 8, 23, 19, 11, 10, 5, 4]",61.6
8547,8547,11318155,"[147, 159, 80, 9, 18, 4, 34, 33, 32, 129, 17, 157, 156, 1, 155, 154, 25, 93, 85, 103]","[147, 159, 80, 9, 18, 4, 34, 33, 32, 129, 17, 157, 156, 1, 155, 154, 25, 93, 85, 103]","[18, 23, 9, 2, 3, 1, 4, 16, 11, 12]",49.1
8548,8548,17809858,"[147, 80, 53, 48, 42, 7, 6, 19, 18, 17, 27, 24, 16, 96, 22, 163, 159, 157, 156, 111, 150, 93, 85, 84, 38, 60, 59, 73, 57, 108, 18, 15, 125, 81]","[147, 80, 53, 48, 42, 7, 6, 19, 18, 17, 27, 24, 16, 96, 22, 163, 159, 157, 156, 111, 150, 93, 85, 84, 38, 60, 59, 73, 57, 108, 15, 125, 81]","[18, 9, 5, 2, 1, 3, 11, 23, 15, 20, 6, 8, 16]",82.9
8549,8549,15423438,"[147, 105, 102, 48, 47, 46, 45, 42, 41, 40, 36, 64, 148, 104, 95, 85, 82, 81, 162, 19, 18, 4, 15, 80, 62, 77, 157, 101, 34, 28, 25, 154, 151, 14, 103, 57]","[147, 105, 102, 48, 47, 46, 45, 42, 41, 40, 36, 64, 148, 104, 95, 85, 82, 81, 162, 19, 18, 4, 15, 80, 62, 77, 157, 101, 34, 28, 25, 154, 151, 14, 103, 57]","[18, 13, 12, 5, 4, 6, 19, 11, 9, 23, 3, 1, 8, 20, 2]",107.1
8550,8550,11311703,"[137, 98, 80, 66, 52, 53, 37, 49, 44, 42, 39, 63, 60, 57, 70, 55, 94, 93, 88, 84, 82, 99, 68, 36, 26, 125, 54, 19, 8, 18, 17, 148, 156, 103]","[137, 98, 80, 66, 52, 53, 37, 49, 44, 42, 39, 63, 60, 57, 70, 55, 94, 93, 88, 84, 82, 99, 68, 36, 26, 125, 54, 19, 8, 18, 17, 148, 156, 103]","[17, 12, 9, 6, 5, 7, 11, 10, 4, 3, 16, 2, 19, 23]",88.8
8551,8551,12234440,"[117, 115, 131, 127, 126, 97, 98, 80, 50, 48, 85, 84, 44, 41, 40, 60, 32, 19, 3, 15, 154, 1, 26, 12, 135, 82, 149, 57]","[117, 115, 131, 127, 126, 97, 98, 80, 50, 48, 85, 84, 44, 41, 40, 60, 32, 19, 3, 15, 154, 1, 26, 12, 135, 82, 149, 57]","[15, 16, 11, 12, 9, 5, 6, 4, 3, 1, 23, 2, 17, 19]",70.0
8552,8552,10122562,"[147, 97, 95, 91, 89, 87, 80, 65, 8, 19, 18, 4, 16, 34, 24, 64, 79, 99, 36, 13, 148, 61, 76, 2, 45, 149]","[147, 97, 95, 91, 89, 87, 80, 65, 8, 19, 18, 4, 16, 34, 24, 64, 79, 99, 36, 13, 148, 61, 76, 2, 45, 149]","[18, 11, 10, 9, 6, 2, 3, 1, 4, 12, 19, 8, 5]",76.5
8553,8553,13676709,"[147, 162, 134, 161, 80, 67, 37, 35, 18, 16, 64, 136, 133, 131, 41, 34, 29, 159, 100, 95, 87, 81, 69, 154, 38, 127, 125, 120, 152, 76, 16, 22, 75]","[147, 162, 134, 161, 80, 67, 37, 35, 18, 16, 64, 136, 133, 131, 41, 34, 29, 159, 100, 95, 87, 81, 69, 154, 38, 127, 125, 120, 152, 76, 22, 75]","[18, 23, 17, 9, 6, 5, 4, 3, 16, 12, 11, 10, 7, 15, 21, 8]",425.6
8554,8554,16215462,"[147, 148, 105, 80, 32, 49, 160, 159, 156, 113, 79, 95, 92, 86, 151, 48, 47, 45, 36, 13, 97, 18, 131, 130, 5, 17, 16, 125, 135, 103, 81, 12, 15, 42]","[147, 148, 105, 80, 32, 49, 160, 159, 156, 113, 79, 95, 92, 86, 151, 48, 47, 45, 36, 13, 97, 18, 131, 130, 5, 17, 16, 125, 135, 103, 81, 12, 15, 42]","[18, 19, 13, 9, 4, 5, 23, 15, 11, 10, 20, 2, 3, 16, 1, 17, 12]",74.8
8555,8555,10964247,"[80, 52, 34, 30, 16, 64, 74, 88, 87, 86, 57, 85, 83, 99, 147, 161, 156, 42, 147, 154, 81, 13, 5, 38, 18, 17, 132]","[80, 52, 34, 30, 16, 64, 74, 88, 87, 86, 57, 85, 83, 99, 147, 161, 156, 42, 154, 81, 13, 5, 38, 18, 17, 132]","[9, 5, 4, 3, 6, 8, 10, 12, 18, 23, 2, 1, 16]",74.3
8556,8556,19989267,"[147, 137, 138, 136, 80, 67, 53, 35, 51, 49, 43, 41, 21, 18, 131, 128, 33, 40, 32, 93, 90, 88, 85, 99, 81, 29, 27, 5, 149, 116, 15, 77, 73, 12]","[147, 137, 138, 136, 80, 67, 53, 35, 51, 49, 43, 41, 21, 18, 131, 128, 33, 40, 32, 93, 90, 88, 85, 99, 81, 29, 27, 5, 149, 116, 15, 77, 73, 12]","[18, 17, 9, 6, 5, 4, 3, 16, 11, 10, 12, 1, 19, 15, 8, 2]",116.9
8557,8557,13369440,"[147, 80, 44, 158, 157, 74, 40, 39, 38, 24, 94, 93, 91, 90, 156, 155, 6, 83, 18, 16, 125, 82, 70, 116]","[147, 80, 44, 158, 157, 74, 40, 39, 38, 24, 94, 93, 91, 90, 156, 155, 6, 83, 18, 16, 125, 82, 70, 116]","[18, 9, 5, 23, 8, 3, 11, 1, 16, 7, 15]",44.2
8558,8558,15170973,"[134, 105, 80, 53, 49, 46, 41, 40, 39, 38, 133, 131, 130, 126, 125, 64, 78, 73, 35, 29, 24, 13, 5, 161, 151, 150, 147, 94, 87, 86, 85, 83, 81, 18]","[134, 105, 80, 53, 49, 46, 41, 40, 39, 38, 133, 131, 130, 126, 125, 64, 78, 73, 35, 29, 24, 13, 5, 161, 151, 150, 147, 94, 87, 86, 85, 83, 81, 18]","[17, 13, 9, 5, 16, 6, 8, 4, 3, 2, 1, 23, 20, 18, 11, 10]",90.6
8559,8559,10080867,"[147, 80, 35, 34, 33, 50, 44, 57, 39, 36, 131, 129, 19, 9, 18, 17, 96, 15, 89, 87, 149, 159, 155, 154, 32, 86, 118, 81]","[147, 80, 35, 34, 33, 50, 44, 57, 39, 36, 131, 129, 19, 9, 18, 17, 96, 15, 89, 87, 149, 159, 155, 154, 32, 86, 118, 81]","[18, 9, 4, 5, 16, 3, 2, 11, 10, 19, 23, 15]",60.9
8560,8560,14610235,"[147, 162, 161, 138, 127, 96, 95, 94, 83, 123, 80, 18, 118, 44, 42, 116, 160, 5, 148, 36, 32, 29, 109]","[147, 162, 161, 138, 127, 96, 95, 94, 83, 123, 80, 18, 118, 44, 42, 116, 160, 5, 148, 36, 32, 29, 109]","[18, 23, 17, 16, 11, 9, 15, 3, 5, 1, 19, 4]",52.9
8561,8561,14931279,"[134, 105, 102, 97, 80, 37, 51, 48, 47, 44, 60, 93, 88, 87, 85, 43, 27, 156, 155, 151, 84, 68, 132, 9, 18, 16]","[134, 105, 102, 97, 80, 37, 51, 48, 47, 44, 60, 93, 88, 87, 85, 43, 27, 156, 155, 151, 84, 68, 132, 9, 18, 16]","[17, 13, 12, 11, 9, 5, 6, 10, 3, 23, 20, 16, 2]",61.8
8562,8562,10995729,"[147, 80, 65, 37, 19, 18, 2, 74, 104, 87, 86, 130, 48, 47, 109, 34, 33, 29, 27, 149, 45, 40, 39, 96, 25, 162, 159, 14, 1]","[147, 80, 65, 37, 19, 18, 2, 74, 104, 87, 86, 130, 48, 47, 109, 34, 33, 29, 27, 149, 45, 40, 39, 96, 25, 162, 159, 14, 1]","[18, 9, 6, 5, 3, 1, 8, 12, 10, 16, 15, 4, 19, 11, 23, 2]",56.1
8563,8563,13439498,"[137, 105, 35, 19, 18, 14, 1, 26, 24, 162, 36, 13, 89, 84, 131, 127, 125, 48, 42, 41, 40, 157, 99]","[137, 105, 35, 19, 18, 14, 1, 26, 24, 162, 36, 13, 89, 84, 131, 127, 125, 48, 42, 41, 40, 157, 99]","[17, 13, 4, 3, 2, 1, 23, 11, 9, 16, 5, 12]",39.3
8564,8564,13153034,"[147, 122, 80, 51, 95, 83, 37, 48, 46, 62, 7, 18, 16, 132, 130, 45, 42, 40, 36, 73, 81, 1, 34, 16]","[147, 122, 80, 51, 95, 83, 37, 48, 46, 62, 7, 18, 16, 132, 130, 45, 42, 40, 36, 73, 81, 1, 34]","[18, 15, 9, 5, 11, 6, 2, 3, 16, 4, 8, 1]",49.6
8565,8565,19704288,"[147, 137, 98, 80, 40, 35, 34, 32, 29, 162, 154, 104, 119, 88, 85, 136, 130, 129, 149, 39, 84, 156, 150, 18, 61, 24]","[147, 137, 98, 80, 40, 35, 34, 32, 29, 162, 154, 104, 119, 88, 85, 136, 130, 129, 149, 39, 84, 156, 150, 18, 61, 24]","[18, 17, 12, 9, 5, 4, 3, 23, 15, 10, 16, 19, 20, 6]",62.8
8566,8566,19765859,"[102, 35, 25, 161, 85, 103, 59, 83, 49, 47, 42, 82, 81, 130, 129, 148, 80, 70, 38, 4, 128]","[102, 35, 25, 161, 85, 103, 59, 83, 49, 47, 42, 82, 81, 130, 129, 148, 80, 70, 38, 4, 128]","[12, 4, 3, 23, 9, 6, 5, 16, 19, 7, 1]",53.0
8567,8567,10536769,"[147, 134, 36, 13, 8, 162, 161, 160, 159, 132, 81, 48, 96, 164, 47, 44, 158, 109, 5, 18, 4, 40, 74]","[147, 134, 36, 13, 8, 162, 161, 160, 159, 132, 81, 48, 96, 164, 47, 44, 158, 109, 5, 18, 4, 40, 74]","[18, 17, 4, 2, 23, 16, 9, 5, 11, 24, 15, 1, 3, 8]",56.2
8568,8568,19442765,"[105, 80, 67, 65, 35, 19, 18, 4, 18, 16, 113, 47, 41, 40, 39, 38, 33, 94, 93, 160, 96, 159, 75, 73, 157, 156, 127, 24, 16, 83, 36, 12, 103]","[105, 80, 67, 65, 35, 19, 18, 4, 16, 113, 47, 41, 40, 39, 38, 33, 94, 93, 160, 96, 159, 75, 73, 157, 156, 127, 24, 83, 36, 12, 103]","[13, 9, 6, 4, 3, 1, 15, 5, 11, 23, 8, 16, 2, 12]",59.4
8569,8569,16607312,"[147, 141, 137, 106, 102, 52, 6, 19, 18, 104, 84, 83, 82, 99, 61, 125, 124, 163, 162, 156, 76, 149, 34, 26, 25, 16, 13, 123, 49, 45, 43, 42, 40, 150, 81]","[147, 141, 137, 106, 102, 52, 6, 19, 18, 104, 84, 83, 82, 99, 61, 125, 124, 163, 162, 156, 76, 149, 34, 26, 25, 16, 13, 123, 49, 45, 43, 42, 40, 150, 81]","[18, 17, 13, 12, 5, 1, 3, 9, 6, 16, 15, 23, 8, 19, 4, 2, 20]",67.8
8570,8570,16890654,"[147, 137, 94, 99, 81, 97, 80, 53, 64, 49, 38, 163, 162, 111, 161, 158, 156, 149, 33, 28, 25, 16, 109, 5, 3, 2, 154]","[147, 137, 94, 99, 81, 97, 80, 53, 64, 49, 38, 163, 162, 111, 161, 158, 156, 149, 33, 28, 25, 16, 109, 5, 3, 2, 154]","[18, 17, 11, 12, 9, 5, 6, 23, 15, 19, 4, 3, 1]",66.1
8571,8571,18586976,"[80, 79, 95, 85, 84, 81, 156, 133, 123, 50, 52, 33, 26, 13, 62, 49, 43, 42, 41, 38, 8, 75, 154, 15, 2, 1]","[80, 79, 95, 85, 84, 81, 156, 133, 123, 50, 52, 33, 26, 13, 62, 49, 43, 42, 41, 38, 8, 75, 154, 15, 2, 1]","[9, 11, 23, 17, 15, 5, 4, 3, 2, 6, 8, 1]",56.3
8572,8572,16331141,"[147, 84, 81, 80, 37, 27, 26, 64, 62, 57, 70, 6, 19, 18, 14, 132, 130, 163, 161, 148, 129, 126, 51, 49, 46, 38, 157, 156]","[147, 84, 81, 80, 37, 27, 26, 64, 62, 57, 70, 6, 19, 18, 14, 132, 130, 163, 161, 148, 129, 126, 51, 49, 46, 38, 157, 156]","[18, 9, 5, 3, 6, 7, 1, 2, 16, 23, 19]",66.6
8573,8573,15653068,"[147, 141, 138, 133, 132, 106, 101, 80, 35, 19, 4, 95, 86, 85, 140, 130, 129, 49, 162, 75, 32, 26, 81, 54, 47, 109, 108, 24, 16]","[147, 141, 138, 133, 132, 106, 101, 80, 35, 19, 4, 95, 86, 85, 140, 130, 129, 49, 162, 75, 32, 26, 81, 54, 47, 109, 108, 24, 16]","[18, 17, 16, 13, 12, 9, 4, 3, 1, 11, 10, 5, 23, 8, 15]",55.0
8574,8574,15226548,"[142, 147, 138, 122, 106, 102, 97, 98, 67, 53, 37, 51, 50, 47, 46, 43, 39, 136, 130, 95, 84, 162, 157, 156, 18, 15, 14, 144, 79, 73, 25, 154, 147, 1, 59, 165, 24, 83, 164, 38, 99]","[142, 147, 138, 122, 106, 102, 97, 98, 67, 53, 37, 51, 50, 47, 46, 43, 39, 136, 130, 95, 84, 162, 157, 156, 18, 15, 14, 144, 79, 73, 25, 154, 1, 59, 165, 24, 83, 164, 38, 99]","[17, 18, 15, 13, 12, 11, 6, 5, 16, 9, 23, 3, 2, 8, 1, 24]",110.9
8575,8575,16896630,"[147, 134, 80, 65, 62, 79, 76, 25, 24, 16, 95, 94, 93, 92, 6, 59, 19, 18, 16, 2, 51, 129, 126, 85, 48, 45, 43, 41, 40, 84, 83, 13, 154]","[147, 134, 80, 65, 62, 79, 76, 25, 24, 16, 95, 94, 93, 92, 6, 59, 19, 18, 2, 51, 129, 126, 85, 48, 45, 43, 41, 40, 84, 83, 13, 154]","[18, 17, 9, 6, 8, 3, 11, 1, 5, 16, 2, 23]",89.5
8576,8576,17274639,"[145, 94, 97, 80, 35, 18, 17, 16, 159, 48, 43, 42, 132, 125, 150, 33, 88, 83, 144, 146, 41, 149, 30, 28, 13, 123]","[145, 94, 97, 80, 35, 18, 17, 16, 159, 48, 43, 42, 132, 125, 150, 33, 88, 83, 144, 146, 41, 149, 30, 28, 13, 123]","[17, 11, 9, 4, 3, 23, 5, 16, 20, 10, 19, 2, 15]",1064.7
8577,8577,13752275,"[147, 97, 80, 67, 37, 26, 162, 157, 156, 108, 50, 41, 40, 131, 124, 83, 81, 19, 61, 149, 39, 18, 155]","[147, 97, 80, 67, 37, 26, 162, 157, 156, 108, 50, 41, 40, 131, 124, 83, 81, 19, 61, 149, 39, 18, 155]","[18, 11, 9, 6, 5, 3, 23, 15, 16, 19]",42.5
8578,8578,14041427,"[134, 94, 93, 85, 108, 80, 37, 29, 49, 70, 156, 19, 18, 4, 18, 16, 130, 129, 81, 27, 25, 16, 15, 127, 154, 124, 45, 40]","[134, 94, 93, 85, 108, 80, 37, 29, 49, 70, 156, 19, 18, 4, 16, 130, 129, 81, 27, 25, 15, 127, 154, 124, 45, 40]","[17, 11, 9, 15, 5, 3, 7, 23, 1, 16]",49.5
8579,8579,13674703,"[106, 101, 80, 67, 51, 47, 34, 33, 94, 93, 92, 81, 29, 25, 162, 161, 115, 18, 4, 113, 110, 136, 131, 129, 127, 135, 62, 61, 73, 103, 158, 24, 44, 155]","[106, 101, 80, 67, 51, 47, 34, 33, 94, 93, 92, 81, 29, 25, 162, 161, 115, 18, 4, 113, 110, 136, 131, 129, 127, 135, 62, 61, 73, 103, 158, 24, 44, 155]","[13, 12, 9, 6, 5, 4, 11, 3, 23, 15, 1, 17, 16, 8]",73.6
8580,8580,14554089,"[102, 97, 80, 67, 66, 65, 86, 53, 49, 45, 43, 39, 38, 33, 30, 29, 22, 18, 163, 159, 156, 154, 130, 125, 99, 81, 149, 17]","[102, 97, 80, 67, 66, 65, 86, 53, 49, 45, 43, 39, 38, 33, 30, 29, 22, 18, 163, 159, 156, 154, 130, 125, 99, 81, 149, 17]","[12, 11, 9, 6, 10, 5, 4, 3, 23, 16, 19]",52.2
8581,8581,18720123,"[80, 67, 100, 96, 90, 85, 84, 82, 99, 81, 120, 161, 8, 18, 2, 158, 112, 48, 39, 62, 59, 38, 34, 32, 36, 154, 122, 80, 27, 25, 1]","[80, 67, 100, 96, 90, 85, 84, 82, 99, 81, 120, 161, 8, 18, 2, 158, 112, 48, 39, 62, 59, 38, 34, 32, 36, 154, 122, 27, 25, 1]","[9, 6, 12, 11, 15, 23, 2, 3, 1, 5, 4]",86.6
8582,8582,14756436,"[147, 106, 80, 52, 35, 34, 26, 24, 18, 15, 95, 103, 164, 148, 47, 46, 44, 131, 127, 125, 13, 157, 64, 61, 149, 1, 87, 39]","[147, 106, 80, 52, 35, 34, 26, 24, 18, 15, 95, 103, 164, 148, 47, 46, 44, 131, 127, 125, 13, 157, 64, 61, 149, 1, 87, 39]","[18, 13, 9, 5, 4, 3, 11, 12, 24, 19, 16, 2, 23, 6, 1, 10]",95.6
8583,8583,19340693,"[156, 155, 37, 11, 18, 1, 154, 34, 136, 86, 99, 148, 42, 39, 33, 25, 22, 132, 128, 79, 123]","[156, 155, 37, 11, 18, 1, 154, 34, 136, 86, 99, 148, 42, 39, 33, 25, 22, 132, 128, 79, 123]","[23, 5, 2, 3, 1, 4, 17, 10, 12, 19, 16, 9, 15]",38.6
8584,8584,11749991,"[97, 80, 65, 49, 40, 163, 162, 160, 159, 90, 154, 35, 19, 97, 21, 18, 130, 125, 85]","[97, 80, 65, 49, 40, 163, 162, 160, 159, 90, 154, 35, 19, 21, 18, 130, 125, 85]","[11, 9, 6, 5, 23, 4, 3, 16]",60.8
8585,8585,19007617,"[147, 122, 80, 53, 37, 8, 131, 129, 128, 91, 88, 19, 18, 50, 46, 44, 34, 149, 85, 81, 163, 43, 161, 159, 156, 155, 16, 55, 54, 38, 118]","[147, 122, 80, 53, 37, 8, 131, 129, 128, 91, 88, 19, 18, 50, 46, 44, 34, 149, 85, 81, 163, 43, 161, 159, 156, 155, 16, 55, 54, 38, 118]","[18, 15, 9, 5, 2, 16, 11, 10, 3, 4, 19, 23]",56.6
8586,8586,19098790,"[147, 94, 163, 161, 154, 98, 80, 37, 33, 25, 22, 62, 147, 51, 110, 109, 50, 42, 41, 131, 125, 144, 83, 8, 2, 1, 81]","[147, 94, 163, 161, 154, 98, 80, 37, 33, 25, 22, 62, 51, 110, 109, 50, 42, 41, 131, 125, 144, 83, 8, 2, 1, 81]","[18, 11, 23, 12, 9, 5, 4, 3, 6, 15, 16, 17, 2, 1]",57.6
8587,8587,19752005,"[147, 80, 37, 21, 9, 7, 18, 104, 91, 44, 39, 36, 160, 156, 16, 15, 131, 130, 125, 62, 27, 90, 83, 144, 79, 78, 149, 74, 70, 108, 155, 150, 81]","[147, 80, 37, 21, 9, 7, 18, 104, 91, 44, 39, 36, 160, 156, 16, 15, 131, 130, 125, 62, 27, 90, 83, 144, 79, 78, 149, 74, 70, 108, 155, 150, 81]","[18, 9, 5, 3, 2, 12, 11, 4, 23, 16, 6, 17, 8, 19, 7, 15, 20]",106.2
8588,8588,17027009,"[147, 97, 80, 64, 62, 53, 19, 18, 95, 94, 86, 83, 120, 111, 40, 36, 2, 128, 61, 76, 96]","[147, 97, 80, 64, 62, 53, 19, 18, 95, 94, 86, 83, 120, 111, 40, 36, 2, 128, 61, 76, 96]","[18, 11, 9, 6, 5, 3, 10, 15, 4, 1, 16, 8]",60.4
8589,8589,10753410,"[137, 105, 80, 32, 26, 16, 48, 45, 40, 39, 36, 159, 156, 130, 128, 64, 77, 60, 89, 88, 87, 86, 125, 81, 18, 113, 110, 108, 124]","[137, 105, 80, 32, 26, 16, 48, 45, 40, 39, 36, 159, 156, 130, 128, 64, 77, 60, 89, 88, 87, 86, 125, 81, 18, 113, 110, 108, 124]","[17, 13, 9, 4, 3, 5, 23, 16, 6, 8, 11, 10, 15]",75.9
8590,8590,13222468,"[162, 160, 156, 155, 154, 151, 89, 88, 84, 51, 50, 37, 19, 27, 5, 18, 4, 83, 130, 61, 149, 45, 108, 17, 1, 24, 36, 13, 77, 54, 44, 41]","[162, 160, 156, 155, 154, 151, 89, 88, 84, 51, 50, 37, 19, 27, 5, 18, 4, 83, 130, 61, 149, 45, 108, 17, 1, 24, 36, 13, 77, 54, 44, 41]","[23, 20, 11, 10, 9, 5, 3, 1, 16, 6, 19, 15, 4, 2, 8]",65.0
8591,8591,19070386,"[162, 159, 156, 134, 105, 97, 80, 37, 33, 8, 19, 18, 17, 14, 1, 100, 95, 94, 64, 62, 79, 49, 41, 40, 89, 85, 84, 99, 81, 61, 151, 27, 24, 12, 123, 139, 117, 96]","[162, 159, 156, 134, 105, 97, 80, 37, 33, 8, 19, 18, 17, 14, 1, 100, 95, 94, 64, 62, 79, 49, 41, 40, 89, 85, 84, 99, 81, 61, 151, 27, 24, 12, 123, 139, 117, 96]","[23, 17, 13, 11, 9, 5, 4, 2, 3, 1, 12, 6, 20, 15]",88.9
8592,8592,15711531,"[80, 35, 33, 32, 19, 5, 18, 4, 15, 27, 25, 163, 162, 155, 46, 78, 61, 133, 130, 127, 139, 94, 42, 96, 80, 76, 85, 13, 73, 81]","[80, 35, 33, 32, 19, 5, 18, 4, 15, 27, 25, 163, 162, 155, 46, 78, 61, 133, 130, 127, 139, 94, 42, 96, 76, 85, 13, 73, 81]","[9, 4, 3, 1, 23, 5, 8, 6, 17, 16, 11, 2]",66.1
8593,8593,10816721,"[147, 145, 147, 160, 157, 138, 132, 131, 128, 110, 95, 87, 83, 99, 102, 80, 66, 8, 108, 107, 61, 76, 51, 57, 33, 124, 19, 17, 100, 96, 25, 50, 156, 154, 149, 43, 42]","[147, 145, 160, 157, 138, 132, 131, 128, 110, 95, 87, 83, 99, 102, 80, 66, 8, 108, 107, 61, 76, 51, 57, 33, 124, 19, 17, 100, 96, 25, 50, 156, 154, 149, 43, 42]","[18, 17, 23, 16, 15, 11, 10, 9, 12, 6, 2, 14, 8, 5, 4, 3, 19]",133.1
8594,8594,18025004,"[80, 65, 37, 35, 18, 4, 17, 33, 28, 46, 95, 83, 82, 81, 69, 162, 161, 159, 131, 129, 34, 25, 2, 155, 41, 36, 13, 109, 147, 154, 139]","[80, 65, 37, 35, 18, 4, 17, 33, 28, 46, 95, 83, 82, 81, 69, 162, 161, 159, 131, 129, 34, 25, 2, 155, 41, 36, 13, 109, 147, 154, 139]","[9, 6, 5, 4, 3, 1, 11, 7, 23, 16, 2, 15, 18, 17]",81.9
8595,8595,18698010,"[134, 95, 90, 85, 67, 37, 50, 47, 42, 160, 151, 35, 40, 32, 70, 29, 27, 150, 7, 18, 17, 15, 83, 119, 133, 132, 128, 127, 110, 109, 148]","[134, 95, 90, 85, 67, 37, 50, 47, 42, 160, 151, 35, 40, 32, 70, 29, 27, 150, 7, 18, 17, 15, 83, 119, 133, 132, 128, 127, 110, 109, 148]","[17, 11, 9, 6, 5, 23, 20, 4, 7, 3, 2, 15, 16, 19]",72.5
8596,8596,15363231,"[147, 53, 48, 41, 100, 87, 86, 85, 84, 81, 64, 62, 61, 73, 162, 150, 28, 25, 114, 132, 129, 9, 6, 18, 4, 24, 68, 39, 38, 36, 57, 17, 139, 12]","[147, 53, 48, 41, 100, 87, 86, 85, 84, 81, 64, 62, 61, 73, 162, 150, 28, 25, 114, 132, 129, 9, 6, 18, 4, 24, 68, 39, 38, 36, 57, 17, 139, 12]","[18, 5, 12, 10, 9, 6, 8, 23, 20, 3, 15, 16, 2, 1, 4, 17]",126.2
8597,8597,19427088,"[147, 137, 122, 105, 80, 37, 33, 26, 24, 13, 78, 76, 60, 73, 165, 88, 83, 44, 43, 39, 128, 163, 151, 8, 7, 18, 16, 148, 116, 15, 57, 96]","[147, 137, 122, 105, 80, 37, 33, 26, 24, 13, 78, 76, 60, 73, 165, 88, 83, 44, 43, 39, 128, 163, 151, 8, 7, 18, 16, 148, 116, 15, 57, 96]","[18, 17, 15, 13, 9, 5, 4, 3, 2, 8, 6, 24, 10, 16, 23, 20, 19, 11]",79.5
8598,8598,19333151,"[147, 105, 97, 80, 45, 36, 161, 159, 155, 129, 135, 94, 91, 83, 7, 32, 18, 1, 64, 99, 29]","[147, 105, 97, 80, 45, 36, 161, 159, 155, 129, 135, 94, 91, 83, 7, 32, 18, 1, 64, 99, 29]","[18, 13, 11, 9, 5, 4, 23, 16, 17, 2, 3, 1, 6, 12]",66.2
